


#    title "GROMACS Energies"
#    xaxis  label "Time (ps)"
#    yaxis  label "(kJ/mol)"
#    zaxis  label "(kcal/mol)"
# s0 legend "Coul-SR:CP7-CP8"

Time    Coul [lJ/mol]   Coul [kcal/mol]
0	-195.666229	-46.7653511
10	-154.651886	-36.96268786
20	-159.212982	-38.05281597
30	-168.035797	-40.16151936
40	-112.157043	-26.80617663
50	-165.966568	-39.66696176
60	-158.632477	-37.91407194
70	-114.797119	-27.43716993
80	-203.767303	-48.70155425
90	-217.574982	-52.00166874
100	-206.618683	-49.38305043
110	-198.225067	-47.37692806
120	-198.840256	-47.52396176
130	-236.602783	-56.54942232
140	-177.221283	-42.3569032
150	-133.31485	-31.86301386
160	-194.235245	-46.42333772
170	-173.087021	-41.36879087
180	-160.867035	-38.44814412
190	-118.210709	-28.25303752
200	-142.500015	-34.05832098
210	-171.717468	-41.04145985
220	-162.492905	-38.83673638
230	-136.956894	-32.73348327
240	-198.12204	-47.35230402
250	-169.748398	-40.57084082
260	-194.478806	-46.48155019
270	-224.225998	-53.59129971
280	-167.973633	-40.14666181
290	-208.988892	-49.94954398
300	-229.546494	-54.86292878
310	-202.557404	-48.41238145
320	-216.327759	-51.70357529
330	-169.811874	-40.58601195
340	-207.472382	-49.58708939
350	-212.206741	-50.71862835
360	-260.093109	-62.16374498
370	-203.530884	-48.64504876
380	-190.738113	-45.58750311
390	-208.493301	-49.83109489
400	-198.072052	-47.3403566
410	-197.056671	-47.09767471
420	-159.266983	-38.06572251
430	-123.928284	-29.61957075
440	-134.029221	-32.03375263
450	-168.639862	-40.30589436
460	-114.85231	-27.4503609
470	-138.928253	-33.20464938
480	-154.185318	-36.85117543
490	-145.18132	-34.69916826
500	-154.640076	-36.9598652
510	-144.842102	-34.61809321
520	-134.439758	-32.13187333
530	-135.035095	-32.27416228
540	-149.619858	-35.7600043
550	-136.714294	-32.67550048
560	-75.592773	-18.06710636
570	-87.288971	-20.86256477
580	-153.688858	-36.73251864
590	-159.947052	-38.22826291
600	-133.513184	-31.91041683
610	-129.266724	-30.89548853
620	-127.02282	-30.3591826
630	-156.900574	-37.50013719
640	-107.448463	-25.680799
650	-152.319244	-36.40517304
660	-146.532089	-35.0220098
670	-141.490616	-33.81706883
680	-150.428802	-35.95334656
690	-153.372284	-36.65685564
700	-123.797661	-29.5883511
710	-141.103882	-33.72463719
720	-163.684555	-39.12154756
730	-124.935799	-29.86037261
740	-159.316437	-38.0775423
750	-135.00824	-32.26774379
760	-99.894363	-23.87532576
770	-161.376236	-38.56984608
780	-182.225098	-43.55284369
790	-137.233139	-32.79950741
800	-113.783661	-27.19494766
810	-158.895676	-37.97697801
820	-141.128983	-33.73063647
830	-136.685867	-32.66870626
840	-134.910706	-32.2444326
850	-113.772713	-27.19233102
860	-95.521805	-22.83025932
870	-108.668655	-25.97243188
880	-141.640884	-33.85298375
890	-65.433823	-15.63905903
900	-145.47258	-34.76878107
910	-122.20295	-29.20720602
920	-122.928299	-29.38056859
930	-130.026413	-31.07705856
940	-142.037369	-33.94774594
950	-192.282684	-45.95666444
960	-105.366409	-25.18317615
970	-94.355682	-22.55154924
980	-127.385178	-30.44578824
990	-181.692001	-43.42543045
1000	-138.870758	-33.19090774
1010	-173.601044	-41.49164532
1020	-158.019653	-37.76760349
1030	-139.502289	-33.34184728
1040	-128.304245	-30.66545053
1050	-136.750793	-32.68422395
1060	-149.7677	-35.79533939
1070	-116.266708	-27.78841013
1080	-124.937187	-29.86070435
1090	-150.278702	-35.9174718
1100	-156.511185	-37.40707098
1110	-128.266113	-30.65633676
1120	-133.65979	-31.9454565
1130	-134.487305	-32.14323733
1140	-163.601105	-39.10160253
1150	-146.694229	-35.06076219
1160	-145.484695	-34.77167663
1170	-187.119858	-44.72271941
1180	-157.171951	-37.56499785
1190	-106.953308	-25.56245411
1200	-197.57193	-47.22082457
1210	-211.168365	-50.47045053
1220	-145.336624	-34.73628681
1230	-141.103912	-33.72464436
1240	-143.839172	-34.37838719
1250	-130.849777	-31.27384728
1260	-150.52153	-35.97550908
1270	-167.653915	-40.07024737
1280	-138.176239	-33.02491372
1290	-130.504791	-31.19139364
1300	-151.315536	-36.16528107
1310	-122.372993	-29.24784728
1320	-93.92234	-22.44797801
1330	-163.276566	-39.02403585
1340	-173.888535	-41.56035731
1350	-151.345596	-36.17246558
1360	-133.288101	-31.8566207
1370	-159.893921	-38.21556429
1380	-124.567741	-29.77240464
1390	-160.451462	-38.34881979
1400	-152.570755	-36.46528561
1410	-129.747772	-31.01046176
1420	-105.163239	-25.13461735
1430	-115.507812	-27.60702964
1440	-164.943634	-39.42247467
1450	-175.063629	-41.84121152
1460	-162.792114	-38.90824904
1470	-189.332031	-45.25144144
1480	-150.749176	-36.02991778
1490	-155.469727	-37.15815655
1500	-160.640015	-38.39388504
1510	-150.482849	-35.9662641
1520	-150.805603	-36.04340416
1530	-147.459351	-35.24363074
1540	-128.871048	-30.80091969
1550	-125.44986	-29.98323614
1560	-151.203445	-36.13849068
1570	-119.283615	-28.50946821
1580	-149.752472	-35.79169981
1590	-110.073776	-26.30826386
1600	-90.307892	-21.58410421
1610	-141.211334	-33.75031883
1620	-157.450851	-37.63165655
1630	-152.218002	-36.38097562
1640	-160.43277	-38.34435229
1650	-103.869514	-24.82540966
1660	-127.338669	-30.43467232
1670	-113.680084	-27.17019216
1680	-122.311249	-29.23309011
1690	-95.478729	-22.81996391
1700	-152.024506	-36.33472897
1710	-161.440414	-38.58518499
1720	-54.968636	-13.13781931
